pair,trial,repetition,role,tangram,message,num_words,correct
pair06,38,4,director,I,diamond head foot lifted stretched out behind them two triangle hands in front,13,1
pair06,39,4,director,J,diamond head rectangle body,4,1
pair06,40,4,director,G,looks like they are doing a dance,7,1
pair06,40,4,director,G,one arm up other down,5,1
pair06,41,4,director,K,kneeling feet pointed up in back,6,1
pair06,42,4,director,B,kneeling head bent,3,0
pair06,42,4,director,B,feet in back,3,0
pair06,43,4,director,C,arms outstretched,2,1
pair06,44,4,director,F,sitting knees up,3,0
pair06,44,4,director,F,sitting back,2,0
pair06,44,4,director,F,feet pointed up,3,0
pair06,45,4,director,D,arms together in front offering something,6,1
pair06,46,4,director,A,foot up head going down back,6,1
pair06,47,4,director,H,diamond head sitting nothing sticking out,6,1
pair06,48,4,director,L,diamond slightly bent arms out,5,1
pair06,48,4,director,L,bending knees in front but not sitting,7,1
pair06,48,4,matcher,L,how are the feet?,4,1
pair06,48,4,director,L,no feet,2,1
pair06,49,5,director,J,rectangle body,2,1
pair06,50,5,director,B,kneeling feet in back on ground,6,0
pair06,51,5,director,A,head going down back,4,1
pair06,52,5,director,E,funny hat,2,1
pair06,53,5,director,D,hands out as if offering something,6,1
pair06,54,5,director,F,knees up feet pointed up sitting back head forward,9,1
pair06,55,5,director,I,foot outstretched in the back two arms out in front diamond head,12,1
pair06,55,5,director,I,one foot on ground,4,1
pair06,56,5,director,C,arms out stretched,3,1
pair06,57,5,director,L,knees bent two arms together in the front forming triangle,10,0
pair06,57,5,director,L,no feet shown,3,0
pair06,58,5,director,K,on knees feet up in back forming triangle hands in front,11,1
pair06,58,5,director,K,diamond head,2,1
pair06,59,5,director,G,looks like they are doing a funny dance,8,1
pair06,60,5,director,H,diamond head sitting nothing sticking out,6,1
pair06,61,6,director,C,arms outstretched,2,1
pair06,62,6,director,F,sitting knees bent feet up,5,1
pair06,63,6,director,A,head going down back,4,1
pair06,64,6,director,D,arms in front offering something,5,1
pair06,65,6,director,B,on knees feet in back pointed down head bent next to triangle,12,0
pair06,66,6,director,I,leg raised in back one foot on ground,8,0
pair06,66,6,director,I,two hands in front,4,0
pair06,67,6,director,L,bending at the knees,4,1
pair06,67,6,director,L,no feet,2,1
pair06,68,6,director,G,funny dance,2,1
pair06,69,6,director,J,rectangle body,2,1
pair06,70,6,director,K,on knees feet pointed up in back real high,9,0
pair06,71,6,director,H,nothing sticking out,3,1
pair06,72,6,director,E,funny hat,2,1
pair07,1,1,director,J,diamond on a self,4,1
pair07,2,1,director,F,man lying down,3,1
pair07,3,1,director,G,woman in dress,3,1
pair07,4,1,director,I,standing on one leg,4,1
pair07,5,1,director,B,sitting with arms wide,4,0
pair07,6,1,director,E,sitting bunny rabbit,3,1
pair07,7,1,director,D,"standing and pointing ,one way",5,0
pair07,8,1,director,L,'pick the last one you picked,6,1
pair07,8,1,matcher,L,"i have already forgotten what the last one was, beyond standing and pointing and i was not right. the one kind of pointing up i think i chose?",28,1
pair07,8,1,director,L,squatting and pointing one way,5,1
pair07,9,1,director,A,pointed nose and kicking a rock,6,0
pair07,10,1,director,K,kneeling and praying,3,1
pair07,11,1,director,H,man with no arms and legs,6,1
pair07,12,1,director,C,flying person,2,1
pair07,13,2,director,F,bum sitting against the wall,5,1
pair07,14,2,director,E,"rabbit ears ,sitting",3,1
pair07,15,2,director,L,squatting and pointing right,4,1
pair07,16,2,director,J,diamond on a pedestal,4,1
pair07,17,2,director,B,arms wide and kneeling,4,1
pair07,18,2,director,C,flying again,2,1
pair07,19,2,director,G,woman in dress dancing salsa,5,1
pair07,20,2,director,D,standing and pointing left,4,1
pair07,21,2,director,I,standing on one leg,4,1
pair07,22,2,director,K,kneeling and praying,3,1
pair07,23,2,director,H,no arm and no legs,5,1
pair07,24,2,director,A,pointed nose and kicking rock,5,1
pair07,25,3,director,J,diamond on a pedestal,4,1
pair07,26,3,director,K,kneeling and praying,3,1
pair07,27,3,director,G,woman in dress dancing salsa,5,1
pair07,28,3,director,B,arms wide kneeling,3,1
pair07,29,3,director,E,bunny rabbit again,3,1
pair07,30,3,director,F,bum against the wall,4,1
pair07,31,3,director,I,standing on one leg,4,1
pair07,32,3,director,D,standing and pointing left,4,1
pair07,33,3,director,A,"pointed nose, kicking rock",4,1
pair07,34,3,director,H,no arms and no legs,5,1
pair07,35,3,director,L,"squatting, pointed right",3,1
pair07,36,3,director,C,flying guy,2,1
pair07,37,4,director,G,salsa woman,2,1
pair07,38,4,director,K,kneeling and praying,3,1
pair07,39,4,director,I,on one leg guy,4,1
pair07,40,4,director,L,squatting pointed right,3,1
pair07,41,4,director,F,bum against wall,3,1
pair07,42,4,director,A,"point nose, rock kicker",4,1
pair07,43,4,director,B,arms wide,2,1
pair07,44,4,director,E,rabbit ears,2,1
pair07,45,4,director,D,rabbit ears,2,0
pair07,46,4,director,C,flying,1,1
pair07,47,4,director,H,no arms and no legs,5,1
pair07,48,4,director,J,diamond on pedestal,3,1
pair07,49,5,director,F,bum,1,1
pair07,50,5,director,L,squatting pointed right,3,1
pair07,51,5,director,G,salsa woman,2,1
pair07,52,5,director,K,kneeling and praying,3,1
pair07,53,5,director,B,arms wide,2,1
pair07,54,5,director,D,standing pointed left,3,1
pair07,55,5,director,J,diamond on pedestal,3,1
pair07,56,5,director,H,no arms or legs,4,1
pair07,57,5,director,E,rabbit ears,2,1
pair07,58,5,director,I,on one leg,3,1
pair07,59,5,director,A,pointed nose rock kicker,4,1
pair07,60,5,director,C,flying,1,1
pair07,61,6,director,K,kneel and pray,3,1
pair07,62,6,director,J,"diamond, pedestal",2,1
pair07,63,6,director,D,"standing, pointed left",3,1
pair07,64,6,director,B,arms wide,2,0
pair07,65,6,director,F,leg,1,0
pair07,66,6,director,G,salsa woman,2,1
pair07,67,6,director,I,one leg,2,1
pair07,68,6,director,C,flying,1,1
pair07,69,6,director,L,"squatting ,pointed right",3,1
pair07,70,6,director,A,pointed nose,2,1
pair07,71,6,director,E,rabbit ears,2,1
pair07,72,6,director,H,no arms or legs,4,1
pair08,1,1,director,L,image looks like a person holding a bowl kneeling slightly,10,1
pair08,2,1,director,H,image looks like a house with a diamond on the roof. the house has a shadow,16,1
pair08,3,1,director,J,diamond sitting on top of a pillar. right in the center,11,1
pair08,4,1,director,F,"person sitting on the ground, facing left, with their legs out",11,1
pair08,5,1,director,I,"looks like someone ice skating, with 1 leg in the air. facing left",13,1
pair08,6,1,director,D,"person holding a bowl and standing, facing left",8,1
pair08,7,1,director,E,"image looks like someone wearing a bow on their head, sitting down, facing right",14,1
pair08,8,1,director,C,"image looks like someone with their arms raised, facing left",10,1
pair08,9,1,director,G,this one looks like someone in a yoga pose.,9,0
pair08,10,1,director,A,"this one looks like someone standing, facing left, kicking a can or rock",13,1
pair08,11,1,director,K,"someone holding a bowl and kneeling, facing right",8,0
pair08,12,1,director,B,"this image looks like a diamond on a pillar, with a triangle on the right keeping the diamond from falling off",21,0
pair08,13,2,director,D,person holding bowl facing left,5,1
pair08,14,2,director,E,person wearing a bow sitting down,6,1
pair08,15,2,director,H,house with a diamond on it,6,1
pair08,16,2,director,G,this is the yoga pose one that we got wrong the first time,13,1
pair08,17,2,director,K,person kneeling with bowl facing right,6,1
pair08,18,2,director,L,person kneeling slightly with bowl facing right,7,1
pair08,19,2,director,A,person kicking rock/can,3,1
pair08,20,2,director,F,person sitting down with legs out facing left,8,1
pair08,21,2,director,C,person with arms up,4,1
pair08,22,2,director,I,ice skater,2,1
pair08,23,2,director,B,diamond/square on a pillar with a triangle on the right holding it up,13,0
pair08,24,2,director,J,same image you chose last round,6,1
pair08,25,3,director,C,arms in the air,4,1
pair08,26,3,director,L,slightly kneeling with bowl,4,1
pair08,27,3,director,B,we keep getting this one wrong but it looks like a box/triangle on a pillar/platform. the box is falling to the right but a triangle to the right of it is keeping it in place,35,1
pair08,28,3,director,E,person wearing bow,3,1
pair08,29,3,director,G,this is the 'yoga pose' one. it looks like a box/diamond on a pillar falling to the left,18,0
pair08,30,3,director,H,diamond on house,3,1
pair08,31,3,director,A,person kicking can/rock,3,1
pair08,32,3,director,J,diamond sitting on top of a pillar right in the center,11,1
pair08,33,3,director,I,ice skater,2,1
pair08,34,3,director,D,person holding bowl and standing facing left,7,1
pair08,35,3,director,F,person sitting down with legs out facing left,8,1
pair08,36,3,director,K,kneeling holding bowl,3,1
pair08,37,4,director,G,"square on a pillar, with two triangles on the right",10,0
pair08,38,4,director,D,holding bowl and standing,4,1
pair08,39,4,director,L,slightly kneeling holding bowl,4,1
pair08,40,4,director,C,arms up,2,1
pair08,41,4,director,B,box on a pillar with a triangle on the right holding it up,13,1
pair08,42,4,director,K,kneeling holding bowl,3,0
pair08,43,4,director,I,ice skater,2,1
pair08,44,4,director,H,diamond on house,3,1
pair08,45,4,director,E,person wearing bow,3,1
pair08,46,4,director,J,diamond in center of a pillar,6,1
pair08,47,4,director,F,person sitting with legs out,5,1
pair08,48,4,director,A,kicking can,2,1
pair08,49,5,director,G,the only image we keep getting wrong,7,1
pair08,50,5,director,L,kneeling slightly,2,0
pair08,50,5,director,L,holding bowl,2,0
pair08,51,5,director,J,diamond in center of a pillar,6,1
pair08,52,5,director,D,"holding bowl, standing, facing left",5,1
pair08,53,5,director,B,box on pillar being held up by triangle,8,1
pair08,54,5,director,I,ice skater,2,1
pair08,55,5,director,C,arms up,2,1
pair08,56,5,director,H,diamond on house,3,1
pair08,57,5,director,F,"person sitting with legs out, facing left",7,1
pair08,58,5,director,E,wearing bow,2,1
pair08,59,5,director,A,kicking can,2,1
pair08,60,5,director,K,"kneeling with bowl, facing right",5,1
pair08,61,6,director,L,slightly kneeling holding bowl,4,1
pair08,61,6,director,L,facing right,2,1
pair08,62,6,director,H,diamond on house,3,1
pair08,63,6,director,C,arms up,2,1
pair08,64,6,director,F,sitting with legs out,4,1
pair08,65,6,director,G,the one we keep getting wrong,6,0
pair08,66,6,director,A,kicking can,2,1
pair08,67,6,director,E,bow,1,1
pair08,68,6,director,D,"holding bowl facing left, standing",5,1
pair08,69,6,director,I,ice skater,2,1
pair08,70,6,director,K,"kneeling, holding bowl, facing right",5,1
pair08,71,6,director,B,box being held up by triangle on the right,9,1
pair08,72,6,director,J,diamond in center of pillar,5,1
pair09,1,1,director,J,it has a diamond head and bulky body,8,0
pair09,1,1,director,J,bulky,1,0
pair09,1,1,director,J,with a pointy shoe on the bottom,7,0
pair09,1,1,matcher,J,is it standing?,3,0
pair09,1,1,director,J,yes,1,0
pair09,1,1,director,J,it looks like it's pointing to someone,7,0
pair09,2,1,director,H,"diamond head, no arms, standing",5,1
pair09,2,1,director,H,looks like fat banana,4,1
pair09,3,1,director,F,sitting,1,1
pair09,3,1,director,F,square head,2,1
pair09,3,1,director,F,can see the legs,4,1
pair09,4,1,director,C,flying,1,1
pair09,5,1,director,E,bunny ears,2,1
pair09,6,1,director,A,one leg up,3,1
pair09,6,1,director,A,the one with a flag on its back,8,1
pair09,6,1,director,A,not the karate kicker,4,1
pair09,7,1,director,D,diamond head standing,3,1
pair09,7,1,director,D,looks like wearing a robe and giving a graduation speech,10,1
pair09,7,1,matcher,D,is its arm pointing left?,5,1
pair09,7,1,director,D,yes,1,1
pair09,8,1,director,L,diamond head knees bent pointing right,6,1
pair09,9,1,director,B,its chest looks two broken triangles,6,1
pair09,9,1,director,B,sitting down,2,1
pair09,9,1,director,B,has a large butt/waist,4,1
pair09,10,1,director,G,looks like a high heel shoe,6,1
pair09,10,1,director,G,not the bunny ears,4,1
pair09,10,1,matcher,G,sitting?,1,1
pair09,10,1,director,G,sitting,1,1
pair09,11,1,director,I,karate kick,2,1
pair09,12,1,director,K,"standing, looks like the letter e",6,0
pair09,12,1,director,K,except it has a diamond head,6,0
pair09,12,1,director,K,and arm pointing to right,5,0
pair09,12,1,director,K,and legs pointing to right,5,0
pair09,13,2,director,G,high heel shoe,3,1
pair09,14,2,director,C,flying,1,1
pair09,15,2,director,E,bunny ears,2,1
pair09,16,2,director,A,"one leg up, flag on back",6,1
pair09,17,2,director,D,"giving speech, one arm pointing left",6,1
pair09,18,2,director,F,"sitting down,only one with legs",5,1
pair09,19,2,director,J,"the first one we did, fat body, diamond head, pointing right",11,1
pair09,20,2,director,K,"the letter e, diamond head",5,1
pair09,20,2,director,K,but the back,3,1
pair09,20,2,director,K,of it has a point,5,1
pair09,21,2,director,I,karate kick,2,1
pair09,22,2,director,H,fat banana,2,1
pair09,23,2,director,L,the letter e but no tail/point,6,1
pair09,23,2,matcher,L,zig zag lower body?,4,1
pair09,23,2,director,L,yes,1,1
pair09,24,2,director,B,split triangle chest,3,1
pair09,24,2,director,B,sitting down,2,1
pair09,25,3,director,L,zig zag body,3,1
pair09,26,3,director,D,giving speech pointing left,4,1
pair09,27,3,director,J,"first one we did, pudgy body pointing right",8,1
pair09,28,3,director,F,sitting legs out,3,1
pair09,29,3,director,K,zig zag body with tail,5,1
pair09,30,3,director,B,split triangle chest,3,1
pair09,31,3,director,G,high heel shoe,3,1
pair09,32,3,director,A,one leg up flag on back,6,1
