group,group_size,trial,repetition,tangram,message,n_words,n_correct,n_matchers
group004,4,27,3,F,Sitting down with hands under legs,6,3.0,3
group004,4,28,3,G,"One leg in front and one behind, arms raised",9,3.0,3
group004,4,29,3,J,Blobby one with one triangular arm on the right,9,2.0,3
group004,4,30,3,I,"Standing on one leg, other leg raised behind him, with two triangle arms in front",15,2.0,3
group004,4,31,3,D,"Someone standing holding a book in front of them, wearing a robe",12,3.0,3
group004,4,32,3,E,Sitting down with bunny ears,5,2.0,3
group004,4,33,3,L,"Transitioning from kneeling to standing, book held out in front",10,3.0,3
group004,4,34,3,C,"Looking up, arms raised, no legs",6,3.0,3
group004,4,35,3,B,One triangle arm to the left and one to the right.,11,3.0,3
group004,4,36,4,B,Princess daNCE!,2,3.0,3
group004,4,37,4,D,Standard priest,2,2.0,3
group004,4,38,4,J,head on horizontal shoulders,4,3.0,3
group004,4,38,4,J,small triangle on right shoulder,5,3.0,3
group004,4,39,4,E,bunny ears!,2,3.0,3
group004,4,40,4,A,crane kick / beak face / one leg slightly raised in front,12,3.0,3
group004,4,41,4,C,flying - no legs!,4,2.0,3
group004,4,42,4,G,"kneeling - thick back leg and thin one in front.  Arms up, head back",14,3.0,3
group004,4,43,4,I,ice skating or kicking behind,5,3.0,3
group004,4,44,4,L,transitioning from standing to kneeling reading book,7,3.0,3
group004,4,45,4,K,"kneeling with book, heels up behind",6,3.0,3
group004,4,45,4,K,small triangle on back,4,3.0,3
group004,4,46,4,H,potato with head!,3,2.0,3
group004,4,47,4,F,sitting with knees up and hands under knees,8,3.0,3
group004,4,48,5,K,praying priest with a triangle on his back,8,2.0,3
group004,4,49,5,E,Rabbit ears,2,2.0,3
group004,4,50,5,H,Potato,1,2.0,3
group004,4,51,5,L,Transitioning from standing to kneeling,5,3.0,3
group004,4,52,5,A,crane kick,2,3.0,3
group004,4,53,5,F,sitting down with knees up,5,2.0,3
group004,4,54,5,C,arms lifted up and no legs,6,3.0,3
group004,4,55,5,I,Skating,1,3.0,3
group004,4,56,5,B,Kneeling with both triangle arms outstretched,6,2.0,3
group004,4,56,5,B,"yes, triangle at the legs",5,2.0,3
group004,4,57,5,D,Priest,1,2.0,3
group004,4,58,5,G,Thick leg at the back and a small leg at the front,12,3.0,3
group004,4,59,5,J,only has one arm on its right,7,3.0,3
group004,4,60,6,I,ice skater,2,3.0,3
group004,4,61,6,E,bunny ears,2,2.0,3
group004,4,62,6,G,thick leg,2,3.0,3
group004,4,63,6,C,flying,1,3.0,3
group004,4,64,6,K,"kneeling heals up at the back, triangle on back",9,3.0,3
group004,4,65,6,J,potato with shoulder triangle,4,3.0,3
group004,4,65,6,J,/ head on horizontal,4,3.0,3
group004,4,66,6,F,arms under knees,3,3.0,3
group004,4,67,6,H,carrot,1,2.0,3
group004,4,67,6,H,i mean potato -_-,4,2.0,3
group004,4,68,6,D,standard priest,2,3.0,3
group004,4,68,6,D,standing up,2,3.0,3
group004,4,69,6,B,princess dance,2,3.0,3
group004,4,70,6,L,transitioning,1,3.0,3
group004,4,71,6,A,crane kick,2,3.0,3
group005,2,0,1,C,Shoulders up - sort of like 'why me?' - box/head is further to the left,15,1.0,1
group005,2,1,1,E,Rabbit ears on the box head. Person looks like they are sat down with their knees sort of tucked up towards them. They are facing right (as there is a similar box facing left that is incorrect),37,1.0,1
group005,2,2,1,J,"Quite a box shaped body - pointy corner in the top right. Box/Head is straight in the middle, sort of looks like a diamond shape. Cut out corner in the bottom right.",32,1.0,1
group005,2,3,1,B,"Quite abstract - facing left with a spikey looking chest. Head is reclining onto what looks like a triangular pillow. Feet are out with the person sat down, back side of the person sticking out more",36,1.0,1
group005,2,4,1,D,"Person standing up - diamond head, looks like they are reading something. Facing left with middle portion sticking out a bit more on top of a square box. Looks like they are wearing a gown.",35,1.0,1
group005,2,5,1,H,"Quite a niche one - diamond head, person not really looking in a specific direction. Shoulders pointing down in a triangular manner and meeting the straight arms. Pointy corner in the bottom right.",33,1.0,1
group005,2,5,1,H,Looks 2D - no direction,5,1.0,1
group005,2,6,1,K,"Diamond head, facing right. Very thin neck, then a triangular body. Middle portion sticking out very far to the right. Right side looks a lot like a shark mouth - two points with space in the middle. Back side on the left points up a little bit.",47,1.0,1
group005,2,7,1,A,"Sort of looks a bit like a dinosaur. Head very off centre - to the right and facing right, as though it will fall off. Two feet stood up, one on the ground, the other one above it, as though they are falling back. Pointy section facing down on the left.",51,1.0,1
group005,2,8,1,F,"Person sat down, knees up, facing left. Similar to the bunny-eared one from earlier, but knees up and facing left whilst sat down.",23,1.0,1
group005,2,9,1,I,"Looks like a yoga pose. Zigzag christmas tree style stomach, stood on one foot with the other behind. Facing left.",20,1.0,1
group005,2,10,1,G,"Box on the left. Looks a bit like a seal lying down. Triangle bottom right and top right. Slim neck, and lower portion of the body sort of falls to the left.",32,1.0,1
group005,2,11,1,L,Person squatting - looks like reading. Facing right with diamond head. Knees pointed out towards the right. Very straight back on the left.,23,1.0,1
group005,2,12,2,A,walking to the left but looks as though head falling off and down his back on right hand side,19,1.0,1
group005,2,13,2,B,head tilted very slightly to right; large triangle under it to right; very blocky body; looks as though a bit of dress material on ground to left,27,0.0,1
group005,2,13,2,B,bottom right of figure looks light bottom right triangle of half a square,13,0.0,1
group005,2,13,2,B,"the bit of ""dress"" to the left is another small triangle",11,0.0,1
group005,2,14,2,F,"seated, facing left, knees drawn up",6,1.0,1
group005,2,15,2,C,arms thrown up in disbelief,5,1.0,1
group005,2,16,2,K,"sort of kneeling, facing right, looks like holding book out in front; pointy triangle at top of back",18,0.0,1
group005,2,16,2,K,holding book flat on palms of hands,7,0.0,1
group005,2,17,2,E,"sitting down, facing right, looks like rabbit ears or some sort of head-dress on",14,1.0,1
group005,2,18,2,H,"centred head, very blocky body, protruding slightly to right at bottom",11,1.0,1
group005,2,18,2,H,no arms visible,3,1.0,1
group005,2,19,2,I,looks like ice-skating with one leg out behind,8,1.0,1
group005,2,20,2,L,"semi-crouched, facing right with 'arms' held out in front to right",11,1.0,1
group005,2,20,2,L,very straight back on left,5,1.0,1
group005,2,21,2,G,"looks like wearing long flowing gown trailing behind and possibly dancing, facing to right and one arms and one foot raised",21,1.0,1
group005,2,21,2,G,head tilted back to left,5,1.0,1
group005,2,22,2,J,"head in middle, blocky body again but wider at top than bottom, triangle angles to right",16,1.0,1
group005,2,23,2,D,"standing, facing left, holding ?book? flat on palms of hands, but with  ?box? underneath it",15,1.0,1
group005,2,24,3,L,Book out - facing right and crouching,7,0.0,1
group005,2,24,3,L,Hands flat,2,0.0,1
group005,2,25,3,G,Box on left - furthest point of the picture is bottom right - looks like a seal to me balancing a box. Triangle sort of breaking off in bottom right.,30,1.0,1
group005,2,26,3,F,Knees up facing left,4,1.0,1
group005,2,27,3,A,Box falling down back as you said. One foot up (left foot),12,1.0,1
group005,2,28,3,E,Bunny ears sat down,4,1.0,1
group005,2,29,3,B,Triangle pillow behind head - head to right. Chest is a triangle that is very pointy and facing left.,19,1.0,1
group005,2,30,3,D,Praying/reading stood up facing left with gown,7,1.0,1
group005,2,30,3,D,"Straight back on right, diamond head",6,1.0,1
group005,2,30,3,D,Box underneath book,3,1.0,1
group005,2,31,3,K,"Slim neck facing right and reading. Head, then very small neck, triangular body facing right with a point facing right",20,1.0,1
group005,2,32,3,H,No arms,2,1.0,1
group005,2,33,3,C,Why me?',2,1.0,1
group005,2,34,3,J,"Diamond head on straight top bit. Straight back, facing right - triangle pointing out top right",16,1.0,1
group005,2,35,3,I,Ice skating,2,1.0,1
group005,2,36,4,B,"triangle underneath head, small pointy triangle on slightly raised bottom left",11,1.0,1
group005,2,36,4,B,triangle under head is on right side,7,1.0,1
group005,2,37,4,A,head falling off backward,4,1.0,1
group005,2,38,4,I,ice skating,2,1.0,1
group005,2,39,4,K,"kneeling, facing right, book on flat palms, small triangle to left at top of back",15,1.0,1
group005,2,40,4,J,the VERY blocky one with no arms which is wider at top than bottom,14,1.0,1
group005,2,41,4,H,no arms,2,1.0,1
group005,2,42,4,F,"sitting down, facing left, knees raised",6,1.0,1
group005,2,43,4,L,"crouching (not kneeling), and facing right",6,1.0,1
group005,2,44,4,G,the dancer with dress trailing to her left and one foot up,12,0.0,1
group005,2,44,4,G,"arms up, too",3,0.0,1
group005,2,44,4,G,head back slightly,3,0.0,1
group005,2,44,4,G,tiny triangle to left under head,6,0.0,1
group005,2,45,4,D,"standing, facing left, box under book on palms of hands",10,1.0,1
group005,2,46,4,C,why me????,2,1.0,1
group005,2,47,4,E,bunny ears,2,1.0,1
group005,2,48,5,H,No arms,2,1.0,1
group005,2,49,5,L,Crouching,1,1.0,1
group005,2,50,5,D,Box under hands,3,1.0,1
group005,2,51,5,F,kneel left,2,1.0,1
group005,2,51,5,F,not kneel,2,1.0,1
group005,2,51,5,F,knees up,2,1.0,1
group005,2,52,5,J,No arms - VERY blocky - wider at top than bottom,11,1.0,1
group005,2,53,5,I,ice skating,2,1.0,1
group005,2,54,5,E,bunny ears,2,1.0,1
group005,2,55,5,C,why me?,2,1.0,1
group005,2,56,5,K,"thin neck, diamond head, facing right with hands out - triangle back",12,1.0,1
group005,2,56,5,K,shark mouth? on right,4,1.0,1
group005,2,56,5,K,reading,1,1.0,1
group005,2,57,5,A,head falling off,3,1.0,1
group005,2,58,5,G,seal?,1,0.0,1
group005,2,58,5,G,balancing diamond,2,0.0,1
group005,2,58,5,G,furthest point is bottom left,5,0.0,1
group005,2,58,5,G,triangle falling off bottom right,5,0.0,1
group005,2,59,5,B,the one you just tried,5,1.0,1
group005,2,60,6,J,"very blocky, wider at top",5,1.0,1
group005,2,61,6,K,"kneeling, book on palms, small triangle pointing left at top of back",12,1.0,1
group005,2,61,6,K,facing right,2,1.0,1
group005,2,62,6,D,box under book,3,1.0,1
group005,2,63,6,H,no arms,2,1.0,1
group005,2,64,6,I,ice skating,2,1.0,1
group005,2,65,6,B,"the one i can't describe - triangle to lower right of head, small triangle on bottom left",17,1.0,1
group005,2,65,6,B,the one you said the one i tried last time,10,1.0,1
group005,2,66,6,C,why me,2,1.0,1
group005,2,67,6,L,crouching,1,1.0,1
group005,2,68,6,F,knees up,2,1.0,1
group005,2,69,6,G,"your seal, my dancer?",4,1.0,1
group005,2,70,6,E,bunny ears,2,1.0,1
group005,2,71,6,A,head falling off,3,1.0,1
group006,2,0,1,K,looks like someone praying on their knees,7,1.0,1
group006,2,0,1,K,facing right,2,1.0,1
group006,2,1,1,B,facing right again,3,1.0,1
group006,2,1,1,B,on their knees again,4,1.0,1
group006,2,1,1,B,but this time it looks almost like wings,8,1.0,1
group006,2,2,1,H,it is the one that doesn't really have anything poking out except at the bottom right is a little triangle,20,0.0,1
group006,2,2,1,H,shaped almost like a boot,5,0.0,1
group006,2,3,1,I,the one that looks like someone standing on one leg reaching to the left,14,1.0,1
group006,2,4,1,E,it looks like a sprite on the top of a steep mountain,12,1.0,1
group006,2,4,1,E,like a mountain with a box on top with wings,10,1.0,1
group006,2,5,1,L,this one looks like someone is stood up but with bent legs,12,1.0,1
group006,2,5,1,L,facing right,2,1.0,1
group006,2,6,1,A,looks like someone doing a zombie walk facing left,9,1.0,1
group006,2,7,1,F,looks like someone sitting on the ground with there legs bent facing left,13,1.0,1
group006,2,7,1,F,slight hunch,2,1.0,1
group006,2,8,1,C,"the guy is leaning left with his arms up kind of like ""but why""",14,1.0,1
group006,2,9,1,D,the guy facing left standing still,6,1.0,1
group006,2,9,1,D,looks like he has a box in his arms,9,1.0,1
group006,2,10,1,J,the one you selected when i said it looks like a boot earlier,13,1.0,1
group006,2,11,1,G,this looks kind of like a high heel facing left,10,0.0,1
group006,2,12,2,F,"sitting, facing left, hunch",4,1.0,1
group006,2,12,2,F,bent legs,2,1.0,1
group006,2,13,2,D,"standing still, box in his hands",6,1.0,1
group006,2,14,2,J,"facing right, pointy boot in the lower right",8,0.0,1
group006,2,15,2,H,the one you chose last time,6,1.0,1
group006,2,16,2,C,"looking to the sky, asking why???",6,1.0,1
group006,2,17,2,G,"in the floor, upper body lifted, one hand up another pointing down, facing right",14,1.0,1
group006,2,17,2,G,like laying down but upper body is up,8,1.0,1
group006,2,18,2,A,zombie walk facing left,4,1.0,1
group006,2,19,2,E,the one like a mountain with a box with wings on top,12,1.0,1
group006,2,20,2,K,like a monk kneeling down,5,0.0,1
group006,2,20,2,K,like praying,2,0.0,1
group006,2,20,2,K,facing right,2,0.0,1
group006,2,20,2,K,with a hood on his back,6,0.0,1
group006,2,21,2,L,knees bent,2,1.0,1
group006,2,22,2,B,the one with the hood :-D,6,1.0,1
group006,2,23,2,I,"high kick to the right, facing left",7,1.0,1
group006,2,24,3,A,zombie walking left,3,1.0,1
group006,2,25,3,C,whyyyy,1,1.0,1
group006,2,26,3,H,"the one that's like a boot originally, like a rectangle with a triangle on the bottom right but not on the top right",23,1.0,1
group006,2,26,3,H,the one that like got the least going on,9,1.0,1
group006,2,27,3,I,high kick right facing left,5,1.0,1
group006,2,28,3,B,monk praying with the big hood,6,1.0,1
group006,2,29,3,E,flying box on the mountain,5,1.0,1
group006,2,30,3,F,sat down hunchback,3,1.0,1
group006,2,30,3,F,bent knees,2,1.0,1
group006,2,31,3,J,"the other boot, box with point on top right and bottom right",12,1.0,1
group006,2,31,3,J,call it boot 2,4,1.0,1
group006,2,32,3,G,"the one i said last time looks like a high heel,",11,1.0,1
group006,2,32,3,G,guy sitting down,3,1.0,1
group006,2,32,3,G,one arm up one arm down,6,1.0,1
group006,2,33,3,D,man with box in his hands,6,1.0,1
group006,2,34,3,L,bent knees,2,1.0,1
group006,2,35,3,K,monk with small hood,4,1.0,1
group006,2,36,4,G,"like a high heel, one arm up another down",9,1.0,1
group006,2,37,4,H,"boot 1, nothing special",4,1.0,1
group006,2,38,4,E,box with wings on top of mountain,7,1.0,1
group006,2,39,4,A,zombie walk,2,1.0,1
group006,2,40,4,D,man with box on his hands,6,1.0,1
group006,2,41,4,I,high kick to the right,5,1.0,1
group006,2,42,4,F,"sitting with bent legs, small hunch",6,1.0,1
group006,2,43,4,B,praying monk big hood,4,1.0,1
group006,2,44,4,J,boot 2,2,1.0,1
group006,2,45,4,C,whyyyy!,1,1.0,1
group006,2,46,4,L,bent knees,2,1.0,1
group006,2,47,4,K,small hood,2,1.0,1
group006,2,48,5,K,small hood,2,1.0,1
group006,2,49,5,I,high kick,2,1.0,1
group006,2,50,5,B,big hood,2,1.0,1
group006,2,51,5,L,bent knees,2,1.0,1
group006,2,52,5,H,boot 1,2,1.0,1
group006,2,53,5,D,box arms,2,1.0,1
group006,2,54,5,A,zombie,1,1.0,1
group006,2,55,5,E,mountain,1,1.0,1
group006,2,56,5,G,high heel,2,1.0,1
group006,2,57,5,F,hunch,1,1.0,1
group006,2,58,5,C,whyyyyyyyy,1,1.0,1
group006,2,59,5,J,boot 2,2,1.0,1
group006,2,60,6,D,box in hand,3,1.0,1
group006,2,61,6,B,big hood,2,1.0,1
group006,2,62,6,K,small hood,2,1.0,1
group006,2,63,6,G,high heel,2,1.0,1
group006,2,64,6,A,zombie,1,1.0,1
group006,2,65,6,I,high kick,2,1.0,1
group006,2,66,6,E,mountain,1,1.0,1
group006,2,67,6,F,sitting hunch,2,1.0,1
group006,2,68,6,L,bent knees,2,1.0,1
group006,2,69,6,H,boot 1,2,1.0,1
group006,2,70,6,C,whyyy,1,1.0,1
group006,2,71,6,J,boot 2,2,1.0,1
group007,2,0,1,F,Sitting on the ground facing left,6,1.0,1
group007,2,1,1,G,"Backwards ""C"" with arms top and bottom to the right",10,1.0,1
group007,2,2,1,B,"kneeling on the ground, arms out, facing right",8,0.0,1
group007,2,2,1,B,legs and arms are parallel with the ground,8,0.0,1
group007,2,3,1,E,"sitting on the ground, facing right, rabbit ears on the head",11,1.0,1
group007,2,4,1,L,"body looks like a backwards 'Z"".  Arms to the right, legs to the left",14,0.0,1
group007,2,5,1,H,"Sitting curled up.  Legs point to the right, can't see arms",11,1.0,1
group007,2,5,1,H,not the first word I'd use.  I think it looks kinda like a candle,14,1.0,1
group007,2,5,1,H,triangular,1,1.0,1
group007,2,6,1,A,looks like kick at the end of Karate Kid,9,0.0,1
group007,2,7,1,I,The one you just chose.  I think this looks like a figure skater,13,1.0,1
group007,2,8,1,K,"kneeling, facing right.  Arms pointed right, legs behind pointing up.",10,1.0,1
group007,2,9,1,J,"Left side body is vertical line. Arm to the right, leg to the right. Arm extends further than the leg",20,1.0,1
group007,2,10,1,C,Leaning way to the left. Arms up like a Y,10,1.0,1
group007,2,11,1,D,"Standing up, facing and pointing to the left.  Arm extends further than the leg",14,1.0,1
group007,2,12,2,B,"this guy is kneeling, facing right with arms raised. one of his arms looks like a triangle kinda disconnected from his body",22,1.0,1
group007,2,13,2,L,okayy facing right with legs like a trapezoid facing left,10,1.0,1
group007,2,14,2,C,"leaning way to the left, arms in a Y",9,1.0,1
